1226086	parts	/model/parts/arm/AM_3050_F_L.bnd
1226086	gamedata	/model/parts/arm/AM_3050_F_L.bnd
1234909	obj	/model/obj/o23_7004.bnd
1234909	gamedata	/model/obj/o23_7004.bnd
1234909	dlc_data	/model/obj/o23_7004.bnd
1358922	parts	/model/parts/leg/LG_7700_F.bnd
1358922	gamedata	/model/parts/leg/LG_7700_F.bnd
1390047	obj	/model/obj/o05_5130.bnd
1390047	obj	/TimeAct/obj/o16_1020.tae
1390047	gamedata	/model/obj/o05_5130.bnd
1390047	gamedata	/TimeAct/obj/o16_1020.tae
1390047	dlc_data	/model/obj/o05_5130.bnd
1390047	dlc_data	/TimeAct/obj/o16_1020.tae
2656070	obj	/PrefabEditor/o36_9060.pfbbin
2656070	gamedata	/PrefabEditor/o36_9060.pfbbin
2656070	dlc_data	/PrefabEditor/o36_9060.pfbbin
3109070	obj	/model/obj/o23_7005.bnd
3109070	gamedata	/model/obj/o23_7005.bnd
3109070	dlc_data	/model/obj/o23_7005.bnd
3318509	gamedata	/sfx/sfx5036.ffxbnd.dcx
3318509	dlc_data	/sfx/sfx5036.ffxbnd.dcx
3534246	gamedata	/Menu/Text/English/talk/m10_17_00_00.fmg
3534246	dlc_data	/Menu/Text/English/talk/m10_17_00_00.fmg
4060034	parts	/model/parts/weapon/WP_2260_M_L.bnd
4060034	gamedata	/model/parts/weapon/WP_2260_M_L.bnd
4203274	gamedata	/menu/Text/Italian/BloodMessageSentence.fmg
4983231	obj	/model/obj/o23_7006.bnd
4983231	gamedata	/model/obj/o23_7006.bnd
4983231	dlc_data	/model/obj/o23_7006.bnd
5297564	obj	/TimeAct/obj/o10_9140.tae
5297564	gamedata	/TimeAct/obj/o10_9140.tae
5297564	dlc_data	/TimeAct/obj/o10_9140.tae
5343086	gamedata	/model/parts/Face/FG_7021_F_FG_L.bnd
5766694	obj	/model/obj/o14_1290.bnd
5766694	gamedata	/model/obj/o14_1290.bnd
5766694	dlc_data	/model/obj/o14_1290.bnd
6387024	map	/param/EventLocation_m10_23_00_00.param
6387024	gamedata	/param/EventLocation_m10_23_00_00.param
6700312	parts	/model/parts/head/HD_3120_M.bnd
6700312	gamedata	/model/parts/head/HD_3120_M.bnd
7341006	gamedata	/model/chr/c3250.bnd
7341006	dlc_data	/model/chr/c3250.bnd
7341006	chr	/model/chr/c3250.bnd
7901582	parts	/model/parts/body/BD_9900_M.bnd
7901582	gamedata	/model/parts/body/BD_9900_M.bnd
8248595	gamedata	/Menu/Text/Spanish/bloodmes/m50_35_00_00.fmg
8248595	dlc_data	/Menu/Text/Spanish/bloodmes/m50_35_00_00.fmg
8559673	parts	/model/parts/weapon/WP_2510_M_A.bnd
8559673	gamedata	/model/parts/weapon/WP_2510_M_A.bnd
8559673	dlc_data	/model/parts/weapon/WP_2510_M_A.bnd
9111701	obj	/model/obj/o04_2020.bnd
9111701	gamedata	/model/obj/o04_2020.bnd
9111701	dlc_data	/model/obj/o04_2020.bnd
10152927	parts	/model/parts/body/BD_5060_M.bnd
10152927	gamedata	/model/parts/body/BD_5060_M.bnd
10420858	gamedata	/ezstate/ai217020.esd
10420858	ezstate	/ezstate/ai217020.esd
10420858	dlc_data	/ezstate/ai217020.esd
10426763	gamedata	/model/parts/Face/FG_7030_F.bnd
11161552	obj	/model/obj/o00_9110.bnd
11161552	obj	/TimeAct/obj/o11_5000.tae
11161552	gamedata	/model/obj/o00_9110.bnd
11161552	gamedata	/TimeAct/obj/o11_5000.tae
11161552	dlc_data	/model/obj/o00_9110.bnd
11161552	dlc_data	/TimeAct/obj/o11_5000.tae
12519702	parts	/model/parts/weapon/WP_6310_M_L.bnd
12519702	gamedata	/model/parts/weapon/WP_6310_M_L.bnd
14126860	parts	/model/parts/body/BD_9907_M_L.bnd
14126860	gamedata	/model/parts/body/BD_9907_M_L.bnd
14420236	gamedata	/menu/Text/Polish/MapName.fmg
14478049	parts	/model/parts/leg/LG_7700_M.bnd
14478049	gamedata	/model/parts/leg/LG_7700_M.bnd
14588756	gamedata	/model/chr/c1271.texbnd
14588756	dlc_data	/model/chr/c1271.texbnd
14588756	chr	/model/chr/c1271.texbnd
14909874	obj	/model/obj/o00_9112.bnd
14909874	obj	/TimeAct/obj/o11_5002.tae
14909874	gamedata	/model/obj/o00_9112.bnd
14909874	gamedata	/TimeAct/obj/o11_5002.tae
14909874	dlc_data	/model/obj/o00_9112.bnd
14909874	dlc_data	/TimeAct/obj/o11_5002.tae
16784035	obj	/model/obj/o00_9113.bnd
16784035	obj	/TimeAct/obj/o11_5003.tae
16784035	gamedata	/model/obj/o00_9113.bnd
16784035	gamedata	/TimeAct/obj/o11_5003.tae
16784035	dlc_data	/model/obj/o00_9113.bnd
16784035	dlc_data	/TimeAct/obj/o11_5003.tae
18658196	obj	/model/obj/o00_9114.bnd
18658196	obj	/TimeAct/obj/o11_5004.tae
18658196	gamedata	/model/obj/o00_9114.bnd
18658196	gamedata	/TimeAct/obj/o11_5004.tae
18658196	dlc_data	/model/obj/o00_9114.bnd
18658196	dlc_data	/TimeAct/obj/o11_5004.tae
19002461	parts	/model/parts/weapon/WP_1690_M_A.bnd
19002461	gamedata	/model/parts/weapon/WP_1690_M_A.bnd
19002461	dlc_data	/model/parts/weapon/WP_1690_M_A.bnd
20532357	obj	/model/obj/o00_9115.bnd
20532357	obj	/TimeAct/obj/o11_5005.tae
20532357	gamedata	/model/obj/o00_9115.bnd
20532357	gamedata	/TimeAct/obj/o11_5005.tae
20532357	dlc_data	/model/obj/o00_9115.bnd
20532357	dlc_data	/TimeAct/obj/o11_5005.tae
20942681	gamedata	/model/chr/c2200.texbnd
20942681	dlc_data	/model/chr/c2200.texbnd
20942681	chr	/model/chr/c2200.texbnd
21278840	parts	/model/parts/leg/LG_1320_M_L.bnd
21278840	gamedata	/model/parts/leg/LG_1320_M_L.bnd
21324777	parts	/model/parts/weapon/WP_6510_M.bnd
21324777	gamedata	/model/parts/weapon/WP_6510_M.bnd
